FirstName;LastName;Post;Course;Group
Ожогина;Эмма;Professor;3;304
Колесникова;Елена;Dean;5;508
Кахманова;Юлиан;Professor;3;303
Драке;Соломон;Dean;5;507
Кучава;Каролина;Professor;3;305
Хомичева;Анфиса;Lecturer;2;202
Янушкевич;Кир;Lecturer;2;203
Стеблев;Пахом;Professor;3;304
Решетников;Владилен;Dean;5;507
Кочинян;Ярослав;Professor;3;305
Ярилина;Изольда;Academic;4;405
Бойкова;Владлена;Professor;3;304
Эльмпта;Регина;Student;1;101
Кустова;Юлия;Dean;5;507
Левченко;Злата;Lecturer;2;203
Козарис;Аскольд;Lecturer;2;201
Полухина;Ефросиния;Academic;4;405
Карякин;Макар;Professor;3;303
Антипов;Борис;Professor;3;303
Сенотрусова;Юлия;Lecturer;2;202
Янышева;Владислава;Professor;3;305
Яблочкин;Павел;Professor;3;303
Завразин;Пимен;Dean;5;507
Перминова;Галина;Student;1;101
Косыгин;Данила;Student;1;101
Толбугин;Семён;Professor;3;304
Бендлина;Ариадна;Academic;4;405
Горюнова;Варвара;Dean;5;508
Голышева;Альбина;Academic;4;406
Крымова;Антонина;Academic;4;406
Аслаханов;Серафим;Lecturer;2;202
Федин;Авдей;Professor;3;303
Цветкова;Анфиса;Lecturer;2;202
Рассказова;Дарья;Student;1;100
Ясько;Мария;Dean;5;508
Майсака;Лада;Lecturer;2;203
Саян;﻿Август;Academic;4;405
Куклин;Всеслав;Student;1;100
Драгомирова;Зоя;Dean;5;507
Яцунов;Мефодий;Student;1;100
Стаина;Розалия;Professor;3;304
Ивашов;Эрнест;Dean;5;507
Кустова;Владислава;Academic;4;406
Кабаев;Варфоломей;Professor;3;304
Кобзев;Евграф;Lecturer;2;202
Поздняков;Макар;Professor;3;304
Никешин;Евгений;Student;1;100
Санькова;Наталья;Professor;3;304
Кудрявцев;Лавр;Lecturer;2;202
Барков;Казимир;Academic;4;407
Эрнет;Ярослав;Student;1;101
Ручкин;Гавриил;Student;1;101
Корнев;Ким;Professor;3;305
Лясин;Зиновий;Student;1;101
Кононова;Маргарита;Lecturer;2;203
Юнге;Борис;Student;1;100
Северинова;Ника;Student;1;101
Выгузов;Мир;Lecturer;2;202
Староверов;Емельян;Academic;4;406
Анюкова;Эмилия;Student;1;100
Лихачева;Зинаида;Academic;4;406
Янов;Михаил;Lecturer;2;203
Ибрагимов;Федор;Academic;4;407
Дорохин;Илья;Student;1;101
Юдин;Борис;Lecturer;2;202
Ёлшина;﻿Агата;Lecturer;2;202
Луков;Трофим;Lecturer;2;202
Ягемана;Яна;Student;1;100
Казакова;Анастасия;Dean;5;507
Герций;Ростислав;Student;1;100
Малиновский;Измаил;Professor;3;305
Чупахин;Савелий;Professor;3;305
Шульц;Владлен;Academic;4;405
Базанов;Матвей;Lecturer;2;203
Жикин;Якуб;Academic;4;406
Ясинова;Бронислава;Academic;4;406
Янборисов;Валерий;Academic;4;406
Яблокова;Таисия;Lecturer;2;202
Бальсунов;Никита;Dean;5;507
Яблонова;Любовь;Academic;4;406
Сайбаталов;Георгий;Professor;3;303
Шувалова;Варвара;Student;1;100
Кондра;Мария;Academic;4;406
Полунин;Артур;Dean;5;508
Яблочкова;Анастасия;Professor;3;305
Шевцов;Геннадий;Student;1;101
Молчанов;Эдуард;Dean;5;507
Бикулова;Ксения;Student;1;101
Ковалёва;Лиана;Academic;4;406
Кудайбергенова;Агафья;Dean;5;507
Бурый;Рубен;Lecturer;2;201
Толстоброва;Наталия;Lecturer;2;202
Ларичев;Зиновий;Lecturer;2;203
Истомин;Семен;Academic;4;406
Бебчука;Оксана;Lecturer;2;203
Булгаков;Эмиль;Student;1;101
Таттар;Владислав;Student;1;100
Соломахина;Валентина;Professor;3;304
Рыжанов;Варфоломей;Lecturer;2;202
Лепихова;Стела;Student;1;100
Черниенко;Соломон;Lecturer;2;201
Сычкина;Дина;Dean;5;508
Осинова;Василиса;Academic;4;406
Одинцов;Евграф;Lecturer;2;202
Яламов;Евстигней;Lecturer;2;201
Рыжиков;Феофан;Professor;3;304
Жвиков;Феофан;Professor;3;304
Касьяненко;Константин;Student;1;101
Рождественский;Георгий;Lecturer;2;203
Лапухина;Аза;Professor;3;305
Гринина;Фаина;Lecturer;2;202
Ярополов;Григорий;Dean;5;508
Колесова;Таисия;Professor;3;304
Митяшов;Владислав;Student;1;100
Хемлин;Дмитрий;Academic;4;406
Ольховский;Андриян;Academic;4;405
Рагозин;Мстислав;Academic;4;405
Болтунов;Эммануил;Dean;5;507
Хорошавцев;Модест;Academic;4;405
Ершова;Маргарита;Student;1;101
Каменчука;Любава;Lecturer;2;203
Апраксина;Юнона;Student;1;100
Мордвинов;Серафим;Professor;3;303
Шкригунов;Юрий;Dean;5;508
Ягодина;Наталья;Dean;5;507
Гретченко;Самсон;Lecturer;2;202
Погребнов;Захар;Lecturer;2;202
Казьмина;Анастасия;Dean;5;508
Кизюрин;Ростислав;Student;1;100
Гарина;Валентина;Professor;3;305
Самарина;Любава;Academic;4;406
Бокарёв;Игнатий;Lecturer;2;202
Саввин;Александр;Dean;5;508
Соболева;Софья;Academic;4;406
Краевский;Николай;Professor;3;304
Бабина;Рада;Professor;3;304
Смехова;Бронислава;Lecturer;2;203
Турышев;Назар;Professor;3;304
Янушко;Евдокия;Academic;4;406
Яницкий;Ипполит;Student;1;100
Балановский;Никита;Academic;4;405
Вязьмитина;Оксана;Academic;4;406
Домашев;Никанор;Dean;5;507
Лагутов;Изяслав;Student;1;101
Гречко;Анастасия;Professor;3;304
Янчурова;Арина;Lecturer;2;202
Болсунов;Самуил;Dean;5;507
Яфаев;Кир;Lecturer;2;202
Гарифуллин;Мирон;Student;1;100
Эсце;Лилия;Academic;4;406
Плюхина;Инга;Professor;3;304
Кулагина;Арина;Student;1;101
Плаксин;Капитон;Dean;5;507
Лощилов;Потап;Student;1;101
Ягфаров;Дмитрий;Academic;4;406
Мартьянов;Виссарион;Student;1;101
Амбражевича;Ксения;Professor;3;304
Королева;Полина;Academic;4;406
Уманов;Андрон;Professor;3;303
Моргунова;Изольда;Dean;5;508
Калугина;Кристина;Lecturer;2;202
Симакин;Герасим;Professor;3;305
Коротаев;Аскольд;Student;1;101
Сиянчук;Варфоломей;Dean;5;507
Щепетинникова;Евгения;Dean;5;507
Баскаков;Юлиан;Student;1;100
Сюкосева;Диана;Dean;5;508
Богрова;Ульяна;Academic;4;406
Курбатова;Галина;Academic;4;405
Сияновича;Светлана;Student;1;101
Бобков;Валентин;Lecturer;2;202
Севостьянова;Лидия;Student;1;100
Эйлера;Таисия;Student;1;101
Лепихов;Василий;Professor;3;305
Пузанова;Тамара;Professor;3;304
Тихонов;Семён;Academic;4;406
Окладникова;Марфа;Lecturer;2;202
Приказчиков;Федот;Lecturer;2;202
Шулёв;Захар;Professor;3;303
Канадина;Арина;Professor;3;304
Кидина;Каролина;Professor;3;303
Платонов;Онуфрий;Dean;5;508
Седова;Рената;Dean;5;507
Ануфриева;Тамара;Lecturer;2;202
Перехваткин;Соломон;Student;1;100
Кривова;Анна;Professor;3;305
Шинский;Ипполит;Lecturer;2;203
Рыбакова;Ольга;Dean;5;507
Кулибин;Остап;Student;1;100
Мартьянов;Георгий;Lecturer;2;202
Бобков;Федор;Student;1;100
Дрягин;Борислав;Academic;4;405
Петухова;Лада;Student;1;100
Полтанов;Елисей;Academic;4;406
Тургенев;Тимур;Academic;4;406
Перевалов;Семен;Student;1;100
Белибердиев;Илья;Professor;3;304
Пронин;Михей;Student;1;100
Кабальнов;Кондрат;Lecturer;2;202
Дьяченко;Осип;Professor;3;304
Яницкий;Данила;Lecturer;2;202
Букова;Берта;Student;1;100
Султанов;Валерьян;Academic;4;406
Колпакова;Вера;Dean;5;507
Мещерякова;Ираида;Professor;3;304
Каналина;Анастасия;Professor;3;303
Ювелев;Кирилл;Dean;5;508
Хорьков;Емельян;Lecturer;2;202
Ревякин;Яков;Academic;4;406
Шемякин;Илья;Student;1;100
Чебыкина;Вероника;Dean;5;508
Пугачёва;Анастасия;Lecturer;2;201
Элькина;Роза;Lecturer;2;202
Драгомирова;Владлена;Dean;5;508
Ёлкина;Александра;Professor;3;305
Аленина;Лилия;Lecturer;2;203
Яманова;Дарья;Academic;4;406
Труфанова;Всеслава;Dean;5;507
Тихоход;Герасим;Academic;4;406
Маслака;Ксения;Lecturer;2;202
Саянкин;Герман;Academic;4;405
Битнер;Лев;Student;1;100
Сычкина;Розалия;Academic;4;406
Одинцова;Ярослава;Lecturer;2;203
Карнаухова;Зинаида;Student;1;101
Малютин;Денис;Professor;3;305
Андреюшкина;Клара;Student;1;100
Аводкова;Виктория;Professor;3;304
Челомеева;Лилия;Dean;5;507
Буклина;Пелагея;Professor;3;303
Хомколова;Юнона;Student;1;101
Абрамовича;Маргарита;Lecturer;2;201
Лукьянова;Агния;Student;1;100
Ширинов;Чеслав;Dean;5;508
Ханинов;Кузьма;Lecturer;2;202
Крылов;Потап;Lecturer;2;203
Моисеева;Рената;Lecturer;2;202
Истомина;Оксана;Dean;5;508
Лазаренко;Всеслав;Academic;4;407
Зыкова;Таисия;Academic;4;405
Романенко;Злата;Academic;4;405
Шурдукова;Доминика;Student;1;100
Чудова;Нона;Student;1;101
Капитонова;Бронислава;Dean;5;508
Никоненко;Варвара;Lecturer;2;202
Ячевский;Глеб;Academic;4;407
Полевщиков;Зиновий;Lecturer;2;203
Буклина;Лиана;Student;1;101
Чежеков;Артём;Student;1;101
Яскина;Бронислава;Lecturer;2;203
Ильина;Изольда;Lecturer;2;203
Педича;Юлия;Academic;4;406
Зарубина;Каролина;Lecturer;2;202
Меркушева;Милена;Student;1;100
Оболенский;Владилен;Dean;5;507
Шатохин;Арсений;Lecturer;2;202
Хабалов;Василий;Lecturer;2;202
Шипицына;Ирина;Lecturer;2;202
Клемента;Дарья;Academic;4;406
Касимова;Юлия;Dean;5;508
